Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-5243,'ZEB1 knockout' vs 'wild type',-1,0.000250405123598014,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-49644,'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'A549',-1,0.000262592500939104,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-42407,'highly invasive' vs 'poorly invasive',-1,0.000373511146037263,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6008,'TRPS1 siRNA 2' vs 'none' in 'B42 subclone 16',1,0.00276015499646457,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-44097,'siRNA beta-catenin' vs 'siRNA beta-galactosidase (control)' in 'DLD1',-1,0.00320186590414184,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-63452,'6 hour' vs '0 hour' in 'MCF-10A-H1047R',1,0.00439567091196145,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-7884,'DGAT2 homozygous knockout' vs 'wild type genotype' in 'fatty acids (800 micromolar) and fructose (5.5 millimolar)',1,0.00604103167660625,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-56579,'PI-103' vs 'DMSO',-1,0.00951172047083575,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-21912,'Bmi1 knockdown' vs 'control',1,0.0103640442650812,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-8977,'invasive ductal carcinoma' vs 'normal',-1,0.0159536803123191,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-5823,'c-MYC knockdown' vs 'none' in 'HeLa',1,0.0162699252139756,
