Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000127920	homo sapiens	E-GEOD-48433	'HOP-92; large cell undifferentiated lung; P04' vs 'HOP-92; large cell undifferentiated lung; P0'	-1	0.00000235116851456266	
ENSG00000127920	homo sapiens	E-GEOD-7578	'Mel-18 shRNA' vs 'wild type'	-1	0.00000723077815406245	
ENSG00000127920	homo sapiens	E-MTAB-6564	'RNPS1 knockdown' vs 'wild type phenotype'	1	0.0000123335616374104	
ENSG00000127920	homo sapiens	E-GEOD-48433	'NCI-H460; large cell lung carcinoma; P01' vs 'NCI-H460; large cell lung carcinoma; P0'	-1	0.0000291171028382443	
ENSG00000127920	homo sapiens	E-GEOD-61973	'PARK2 overexpression' vs 'control'	1	0.0000335699069932284	
ENSG00000127920	homo sapiens	E-GEOD-52989	'12 hour' vs '0 hour'	1	0.0000445295005679405	
ENSG00000127920	homo sapiens	E-TABM-868	'GAM overexpression' vs 'wild type' in 'lipopolysaccharide; 100 nanogram per milliliter'	1	0.0000674132740115256	
ENSG00000127920	homo sapiens	E-GEOD-48433	'COLO 205; adenocarcinoma of colon; P04' vs 'COLO 205; adenocarcinoma of colon; P0'	1	0.0000715861970513362	
ENSG00000127920	homo sapiens	E-MTAB-7886	'SPRY1 knockdown by siRNA' vs 'none'	-1	0.00028428213951124	
ENSG00000127920	homo sapiens	E-GEOD-22139	'DAOY M2.1; MYC overexpression' vs 'DAOY; vector control'	-1	0.00060529979636014	
ENSG00000127920	homo sapiens	E-GEOD-49644	'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'HCC827'	1	0.00138614424826757	
ENSG00000127920	homo sapiens	E-MTAB-7143	'Uveal Melanoma' vs 'normal' in 'peripheral blood mononuclear cell; blood'	-1	0.0016766061281236	
ENSG00000127920	homo sapiens	E-GEOD-53757	'tumor' vs 'normal' in 'stage 4'	1	0.00267070783664934	
ENSG00000127920	homo sapiens	E-GEOD-13309	'tobacco smoke condensate 0.6 microgram per milliliter' vs 'control' in 'Calu-6'	1	0.00306435159619115	
ENSG00000127920	homo sapiens	E-GEOD-30516	'BT20; 6 hour' vs 'BT20; 0 hour'	-1	0.00401274320924835	
ENSG00000127920	homo sapiens	E-MTAB-11620	'PAF1 knockout' vs 'ncgRNA' in 'poly I:C'	1	0.00491148376140538	
ENSG00000127920	homo sapiens	E-GEOD-46699	'neoplasm' vs 'normal tissue adjacent to neoplasm' in 'non-smoker; obese'	1	0.0094583317624382	
ENSG00000127920	homo sapiens	E-GEOD-8961	'human metapneumovirus' at '48 hour' vs 'none' at '48 hour'	-1	0.0134707028247044	
ENSG00000127920	homo sapiens	E-MTAB-6151	'Snail1 overexpression' vs 'wild type'	1	0.0173809271114088	
